capa_id,company,recall_id,product_res_number,recalling_firm,product_description,nonconformity,original_root_cause,corrected_root_cause,department,assigned_owner,severity,capa_status,open_date,close_date,days_open,overdue,corrective_action,effectiveness_result
CAPA-MF-1244,MedFluss GmbH,213589,Z-1991-2025,"ICU Medical, Inc.","ICU Medical Plum Solos, Item number 400011001; infusion pump","Internal testing found that Plum Duo pumps with software version 1.1.1 have a workflow that may result in bypassing the Maximum Dose Limit alert.  The Maximum Dose Limit is set in the LifeShield Drug Library Manager (DLM) within the LifeShield Medication Management Safety Software and specifies the highest dose at which the pump can be programmed for weight or BSA (body surface area) based medication rulesets. The limit can be configured for Dose, Loading Dose, and Bolus Dose.",Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Major,Open,2025-12-21,,136,Yes,"ICU Medical issued an URGENT:  MEDICAL DEVICE CORRECTION notice to its consignees on 05/02/2025 via hand delivery.  The notice explained the issue, potential risk, and requested the following:  
Actions for Users:
1.	Identify all affected infusion pumps in your possession and ensure all users or potential users of these pumps are immediately made aware of this notification.
2.	If Maximum Dose Limit is not used for a medication, the issue will not occur.  If Maximum Dose Limit is used for a medication, users should take the following precautions.  If you need to adjust the weight or BSA, first clear the program and then reprogram.  
For further inquiries:  
To report adverse events or product complaints:  
Global Complaint Management - 1-844-654-7780 (M-F, 8:00am   5:00pm CT) or
ProductComplaintsPP@icumed.com.  
For any questions regarding this action:  
Device Correction Inquiries	https://icumed.custhelp.com/app/market-action.  
Additional technical information or assistance:  
Technical Support	1-(800)-241-4002, option 3 or tsc.support@icumed.com.",
CAPA-MF-1245,MedFluss GmbH,213267,Z-1667-2025,"Smiths Medical ASD, Inc.","CADD-Solis HPCA Ambulatory Infusion Pump; 
Model/Number:

21-2111-0402-09-KYO
21-2111-0402-09-KYO
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP
21-2111-0300-09_LOAN
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR CMSA
21-2111-0300-09_CMSA
CADD Solis PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR FUKUOKA
21-2111-0300-09_FUK
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR KYOTO
21-2111-0300-09_KYO
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR OKAYAMA
21-2111-0300-09_OKA
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR OOMIYA
21-2111-0300-09_OMI
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR OSAKA
21-2111-0300-09_OSA
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR SAPPORO
21-2111-0300-09_SAP
CADD SOLIS PIB PUMP FOR CLINICAL EVALUATION/DEMO PUMP FOR TOKYO
21-2111-0300-09_TOK
CADD_SOLIS_MODEL 2110_ENGLISH_1/EA
21-2111-0200-50JP
CADD-Solis VIP
CADD-SOLIS V4.2 LOAN FUK
21-2111-0402-09-FUK
CADD-SOLIS V4.2 LOAN NAG
21-2111-0402-09-NAG
CADD-SOLIS V4.2 LOAN OKA
21-2111-0402-09-OKA
CADD-SOLIS V4.2 LOAN OSA
21-2111-0402-09-OSA
CADD-SOLIS V4.2 LOAN SAI
21-2111-0402-09-SAI
CADD-SOLIS V4.2 LOAN SAP
21-2111-0402-09-SAP
CADD-SOLIS V4.2 LOAN TOKE
21-2111-0402-09-TOKE
CADD-SOLIS V4.2 LOAN TOKW
21-2111-0402-09-TOKW
CADD-SOLIS V4.2 LOAN YELLOW KYO
21-2112-0402-09-KYO
CADD-SOLIS V4.2 LOAN YELLOW NAG
21-2112-0402-09-NAG
CADD-SOLIS V4.2 LOAN YELLOW YOK 
21-2112-0402-09-YOK
CADD-SOLIS V4.2 LOAN YOK
21-2111-0402-09-YOK
Number:21-2111-0403-02Part Type:List Number/Finished GoodLifecycle Phase:03-ReleasedDescription:PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, FRENCH, 1/EA
21-2111-0403-02
PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, ENGLISH, 1/EA
21-2111-0403-51
PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, TRIAL, LOANER, ENGLISH, 1/EA
21-2111-0403-78
PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, TRIAL, LOANER, YELLOW, ENGLISH, 1/EA
21-2112-0403-78
PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, YELLOW, ENGLISH, 1/EA
21-2112-0403-51
PUMP KIT, CADD SOLIS HPCA, MDL 2110, V4.3, YELLOW, FRENCH, 1/EA
21-2112-0403-02
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110 TRIAL/LOANER, NA ENGLISH 1/EA
21-2111-0300-00
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, DANISH 1/EA 
21-2111-0300-12
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, DUTCH 1/EA 
21-2111-0300-06
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, FRENCH 1/EA 
21-2111-0300-02
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, GERMAN 1/EA 
21-2111-0300-03
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, ITALIAN 1/EA 
21-2111-0300-07
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, JAPANESE
21-2111-0300-09JP
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, NA ENGLISH 1/EA 
21-2111-0300-01
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, NFHU, FRENCH 1/EA 
21-2111-0300-232
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, NFHU, NA ENGLISH 1/EA 
21-2111-0300-231
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, NFHU, SWEDISH     1/EA
21-2111-0300-244
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, OUS ENGLISH 1/EA 
21-2111-0300-50
Not
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, PORTUGUESE 1/EA 
21-2111-0300-17
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, SPANISH 1/EA 
21-2111-0300-08
PUMP KIT, CADD-SOLIS HPCA PIB, MODEL 2110, SWEDISH 1/EA 
21-2111-0300-14
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW KEYPAD, MODEL 2110, NA ENGLISH 1/EA 
21-2112-0300-01
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW, MODEL 2110, DUTCH 1/EA
21-2112-0300-06
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW, MODEL 2110, FRENCH 1/EA 
21-2112-0300-02
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW, MODEL 2110, GERMAN 1/EA
21-2112-0300-03
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW, MODEL 2110, OUS ENGLISH 1/EA
21-2112-0300-50
PUMP KIT, CADD-SOLIS HPCA PIB, YELLOW, MODEL 2110,TRIAL/LOANER, NA ENGLISH 1/EA
21-2112-0300-00
PUMP KIT, CADD-SOLIS HPCA, MDL 2100, DANISH 1/EA 
21-2101-0200-12
PUMP KIT, CADD-SOLIS HPCA, MDL 2100, FRENCH 1/EA 
21-2101-0200-02
PUMP KIT, CADD-SOLIS HPCA, MDL 2100, GERMAN 1/EA 
21-2101-0200-03
PUMP KIT, CADD-SOLIS HPCA, MDL 2100, ITALIAN 1/EA 
21-2101-02","Affected pumps may trigger an erroneous (false) Upstream Occlusion Alarm under certain conditions, which will interrupt an active infusion. Interruption or delay of therapy can lead to serious patient injury or death.",Labeling design,Labeling design,Quality Assurance,Sarah Müller,Minor,Open,2026-01-14,,112,No,"On April 10, 2025, the firm notified affected consignees via letters titled ""Urgent Medical Device Correction.""

Customers were informed of conditions under which the false Upstream Occlusion Alarm may occur. The USO alarm can be cleared during these conditions by removing the administration from the pump, re-attaching the administration set, and restarting delivery. Customers should verify there is no upstream occlusion present.

The firm will be making an update to the Infusion Pump Operator's Manual to include these conditions.",
CAPA-MF-1246,MedFluss GmbH,149361,Z-0360-2017,,"SureT G29 6mm, 18"", Paradigm; SureT G29 6mm 23""; SureT G29 6mm, 23"", Paradigm; SureT G29 6mm 32""' SureT G29 6mm, 32"", Paradigm; SureT G29 8mm, 23""; SureT G29 8mm, 23"", Paradigm; SureT G29 8mm, 32""; SureT G29 8mm, 32"", Paradigm; SureT G29 10mm, 32"", Paradigm
The products are used in combination with insulin infusion pumps for continuous subcutaneous infusion of insulin",Tubing detachment,Device Design,Device Design,Design & Development,Mohammed Al-Farsi,Major,Closed,2022-03-23,2022-05-16,54,No,"ConvaTec sent an Urgent Medical Device Correction  letter to all affected consignees on November 7, 2014.  The letter notified the consignees of what action they need to take if they experience a detached tubing.  
You can continue to use your infusion sets by following the advice below.
1. When changing your infusion set, closely follow the instructions for use included in the product box. Check the tubing at the connect/disconnect location identified in the drawings above to make sure it is not loose.
2. As always, it is essential to monitor your blood sugar levels frequently using your blood glucose meter. Proactively check your tubing connections occasionally throughout the day to ensure tubing is secure. It is especially important to check your blood sugar and tubing connections at bedtime to confirm insulin delivery is occurring.
3. If you experience a high blood sugar, check your tubing connections and infusion site closely to ensure your tubing is secure.
If you discover the tubing is detached:
1. Do not attempt to reattach the tubing. Replace the infusion set immediately.
2. Treat any high blood sugar based on guidelines provided by your healthcare professional.
3. Call your distributor's Helpline to report the issue. They will give you instructions on how to return the affected infusion set.
The letter included a reply card to be returned.",Partially Effective
CAPA-MF-1247,MedFluss GmbH,115712,Z-2724-2016,Hospira Inc.,"Plum A+ Infusion Pump.  List Number 11973. The Plum A+ Infusion Systems are a multi-purpose family of devices that provides precise delivery of multiple therapies across the general spectrum of clinical care. The Plum A+ family infusion pumps are self-contained, microprocessor based infusion devices.","The fluid shield diaphragm for the Plum A+ Infusion pumps was undersized, possibly resulting in alarms and delay or interruption of  therapy.",Nonconforming Material/Component,Nonconforming Material/Component,Quality Assurance,Sarah Müller,Minor,Closed,2024-10-07,2024-12-31,85,No,"Hospira sent an Urgent Device Field Correction letter, dated February 6, 2013, to customers. Customers were requested to return a reply form to Stericycle indicating that they have received the letter, and notified their users and/or customers. The customers were asked to supply the number of Plum A+ infusers at their facility. Product will be corrected by Hospira in the field.",Effective
CAPA-MF-1248,MedFluss GmbH,153615,Z-1694-2017,Medtronic Neuromodulation,"SynchroMed II implantable drug infusion pump, Model 8637-40,","Medtronic received a complaint that there was an error code
displayed on the programmer when the physician attempted
to interrogate an implanted SynchroMed II pump. The error
code prevented the physician from updating the pump;
however the pump was providing therapy.",Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Major,Closed,2023-06-10,2023-08-06,57,No,"A Medtronic representative visited the clinic on 2/9/2017 and corrected the SynchroMed II pump by resetting the pump memory using a SynchroMed Lab Programmer running on a Medtronic laptop with a validated protocol. 

Consignee was given a Medtronic ""Urgent Medical Device Correction"" letter dated February 8, 2017.  The letter described the Issue and Actions to be taken by the consignee. For questions contact your Medtronic Representative Medtronic or Neuromodulation Technical Services at 1-800-707-0933.",Effective
CAPA-MF-1249,MedFluss GmbH,175780,Z-0146-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Epidural Set with NRFit Connector Yellow-Striped Microbore, 0.2 Micron Filter 301 cm / 8.3 mL.  1 unit per blister; 40 blisters per case.  Not distributed in the U.S.",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Minor,Closed,2023-06-14,2023-10-06,114,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Effective
CAPA-MF-1250,MedFluss GmbH,175762,Z-0129-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 1.2 Micron Filter Set Microbore, 122 Inch.   1 unit per pouch; 50 pouches per case",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Major,Closed,2025-11-10,2026-03-08,118,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Partially Effective
CAPA-MF-1251,MedFluss GmbH,175765,Z-0132-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Epidural Set Yellow-Striped Microbore, 0.2 Micron Filter, PAV 123 inch.   1 unit per pouch; 50 pouches per case",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Sarah Müller,Major,Closed,2024-09-12,2024-12-24,103,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Effective
CAPA-MF-1252,MedFluss GmbH,175763,Z-0130-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 0.2 Micron Filter Set, Microbore, CLAVE Y-Site, 118 Inch.   1 unit per pouch; 50 pouches per case",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Critical,Closed,2023-01-28,2023-03-08,39,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Effective
CAPA-MF-1253,MedFluss GmbH,175766,Z-0133-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Sapphire Microbore Infusion Sets with Inline Filters labeled as SAPPHIRE Primary 0.2 Micron Filter Set Non-Vented, Microbore, PAV, CLAVE Y-Site, 122 Inch.   1 unit per pouch; 50 pouches per case",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Minor,Closed,2023-03-09,2023-03-26,17,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Partially Effective
CAPA-MF-1254,MedFluss GmbH,175772,Z-0138-2020,ICU Medical Inc,"Infusion Pump I.V. Administration, specifically Plum Microbore Infusion Sets with Inline Filters labeled as Primary PLUM Set 15 Micron Filter in Sight Chamber, CLAVE Secondary Port, 0.2 Micron Filter, CLAVE Y-Site, Polyethylene Lined Light Resistant Tubing, Distal Microbore Tubing, Secure Lock 272 cm / 15 mL.   1 unit per pouch; 50 pouches per case.  Not distributed in the U.S.",Potential for fluid leakage out of air vents on inline filters on Plum and Sapphire micropore infusion sets.,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Sarah Müller,Minor,Closed,2022-05-19,2022-09-16,120,No,"ICU Medical notified customers, via Stericycle, Inc., on about 07/29/2019 via ""URGENT: MEDICAL DEVICE CORRECTION"" letter.  Customers were instructed to check inventory and quarantine any sets that are affected by the recall, return them to ICU Medical, inform potential users within your organization of the recall, and complete and return the provided response form.  Please notify customers if affected product was further distributed and request that they contact Stericycle at 1-855-311-5437 (M-F, 8am-5pm ET) to receive a reply form.  

Customers were also requested to consider the following situations:  
1. In applications where the use of a filter is not deemed necessary, consider utilizing an administration set without a filter.  
2. In applications where filter use is desired and microbore tubing is not required, consider using filtered macrobore sets in place of microbore sets.  
3. In cases where a filtered macrobore set is desired but no alternative macrobore set is available contact ICU Medical because a non-filtered set along with an add on filter or filtered extension set could be considered.
4. In instances where the benefits of a filtered microbore infusion set are greater than the potential risks of a filter leak, the product affected by the recall may be utilized out of medical necessity.   In these cases, an individualized assessment of benefits and risks should be undertaken with consideration of the unique characteristics of the patient and the infusion itself.  When the benefits exceed the risks and the set is deemed medically necessary, users should periodically monitor the vented filter area for leakage.  If leaking is observed, consider changing to a new infusion set as soon as clinically appropriate.  Report this event to ICU Medical.",Partially Effective
CAPA-MF-1255,MedFluss GmbH,127328,Z-2139-2016,Hospira Inc.,"The LifeCare PCA Plus II infusion pump system is designed for safe, effective, analgesic delivery to patients through the intravenous or epidural routes in a wide range of clinical settings, including ICU, CCU, SICU, trauma units, bone marrow transplant centers, burn units, oncology centers, and medical/surgical nursing units.","Hospira has received reports of PCA pumps not detecting distal occlusions, one of which resulted in a serious injury. The issue is caused by normal wear and tear on the Half Nut (the component/nut that travels up and down the lead screw) which prevents it from properly detecting the pressure build-up associated with a distal occlusion.",Component design/selection,Component design/selection,Quality Assurance,Thomas Becker,Minor,Closed,2024-06-14,2024-11-20,159,No,"Hospira sent an IMPORTANT DEVICE INFORMATION letter dated March 8, 2014 to all affected customers.. The letter advised customers to: 1) Perform the Performance Verification Test (PVT) Occlusion Test as defined in the PCA Technical Service Manual (TSM); 2) If the device does not pass the test, remove it from clinical service and contact Hospira at 800-441-4100 (Monday - Friday, 8:00 AM - 5:00 PM CST) to report the issue; and 3) Perform the appropriate troubleshooting and repair activities defined by your facility, which may include returning the device to Hospira for further diagnosing and servicing. 

The letter advised the Hospira is in the process of establishing a useful life for the half nut and to determine when it will require replacement. A new Technical Service Manual will be issued in late 2014 that adds a requirement for annual PVT Occlusion testing. The System Operating Manual will include new instructions to reduce the excessive wear on the half nut resulting from incorrectly using the vial information. 

Customers who further distributed the devices are requested to notify their customers of the recall and ask them to call Stericycle at 888-965-5801 (Monday - Friday, 8:00 AM - 5:00 PM EST) to receive a reply form. 

Questions about this recall should be direct to Hospira at  800-441-4100 (Monday - Friday, 8:00 AM - 5:00 PM CST).",Effective
CAPA-MF-1256,MedFluss GmbH,143857,Z-1239-2016,"CareFusion 303, Inc.","Alaris PC Unit, Infusion Pump Model 8000, Part No. TC10005092","CareFusion is recalling the Alaris PC unit because a component on the PC unit power supply may cause a ""System Error"" or ""Missing Battery"" error code (120.4630).",Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Major,Closed,2024-06-14,2024-10-08,116,No,"A customer notification letter dated 2/25/16 will be sent to all their customers who purchased the Alaris PC unit (Model 8000) to inform them that CareFusion is recalling it because a component on the PC unit power supply board may cause a ""System Error"" or ""Missing Battery"" error code (120.4630).  The letter informs the customers of the potential risk involved and the actions to be taken.  Customers with recall related questions are instructed to call CareFusion Support Center at (888) 562-6018, 7am-4pm PST, Mon-Fri or email at supportcenter@carefusion.com.  Customers with clinical inquires, product complaints or clinical troubleshooting are instructed to contact customer advocacy at (888) 812-3266, 24 hrs/day, 7 days/wk or email at customerfeedback@carefusion.com.  Customers with technical questions regarding the Alaris system are instructed to contact technical support at (888) 812-3229, 6am-5pm PST, Mon-Fri or email at DL-US-INF-TechSupport@carefusion.com.",Partially Effective
CAPA-MF-1257,MedFluss GmbH,128401,Z-2027-2014,Hospira Inc.,"The Hospira MedNet Medication Management Suite (MMS).

Product Usage:
The Hospira MedNet Medication Management Suite (MMS) is intended to facilitate networked communication between MMS compatible computer systems and Hospira infusion pumps. The MMS provides trained healthcare professionals with the capability to send, receive, report, and store information from interfaced external systems, and to configure and edit infusion programming parameters. The MMS is intended to provide a way to automate the programming of infusion parameters, thereby decreasing the amount of manual steps necessary to enter infusion data. All data entry and validation of infusion parameters is performed by a trained healthcare professional according to physicians orders.","Hospira MedNet 5.5, 5.8.1, and 5.8.2 contains software defect where the dosing units of ""nanog/kg/min"" and ""milliUnits/min"" are not sent to a Plum A+ device (Version 13.40, 13.41, and 13.4.2) via Auto Programming when those dosing units are not properly established in the customized drug library. A dosing unit mismatch of ""nanog/kg/min"" or ""milliUnits/min"" on an unmatched medication will produce a",Under Investigation by firm,Under Investigation by firm,Quality Assurance,Thomas Becker,Critical,Closed,2023-04-22,2023-06-18,57,No,"Hospira sent an URGENT MEDICAL DEVICE CORRECTION letter dated June 6, 2014 was sent to all affected customers. The letter included instructions for customers to: notify all potential users in their organization of the recall, and to complete and return the attached reply form. The letter further notified customers that they will be contacted by a member of Hospira's Clinical Services Team to make arrangements to review the drug library and implement the appropriate mitigation. Hospira will further work with the direct account to ensure Auto Programming installations receive Pharmacy consulting to support the implementation of the mitigation and that a correction for this issue will be addressed in a future version of the software. Reports of adverse events or product complaints can be made by contacting Hospira Global Complaint Management at 800-441-4100 (Monday - Friday, 8:00 AM - 5:00 PM CST) or via e-mail at ProductComplaintsPP@hospira.com. Additional information or technical assistance can be obtained by contacting the Hospira Advanced Knowledge Center at 800-241-4002, option 4 (24 hours a day, 7 days a week).",Partially Effective
CAPA-MF-1258,MedFluss GmbH,196592,Z-0272-2023,Smiths Medical ASD Inc.,"Medfusion Model 4000 Syringe Infusion Pump, with software versions V1.6.0 or V1.6.1 that have implemented the Smart Pump Programming (SPP) feature in a clinical treatment environment.

Used for infusion of fluids requiring precisely controlled infusion rates including blood or blood products, lipids, drugs, antibiotics, enteral solutions, and other therapeutic fluids.",Potential for delay in sending Infusion Start Messages to third-party Electronic Health Record systems which may affect infusion auto-programming on the pump and documentation,Under Investigation by firm,Under Investigation by firm,Quality Assurance,Sarah Müller,Critical,Open,2026-04-28,,8,No,"Smiths Medical notified consignees initially via telephone on 10/10/2022 and followed up with a letter via email on 10/11/2022.  The letter was titled ""URGENT MEDICAL DEVICE CORRECTION"" and instructed consignees to locate all affected pumps and ensure all users or potential users of these devices are immediately made aware of this notification and proposed mitigations, complete and return the attached Response Form to fieldactions@smiths-medical.com, and if Smiths Medical does not contact you to schedule the implementation of the software updates, please contact Smiths Medical Technical Assistance. 

For further inquiries, please contact Smiths Medical using the following information:
email: MedfusionFieldCorrections@icumed.com.",
